step,angle_deg,energy_Eh,energy_rel_Eh,energy_rel_kcal,energy_rel_kJ,energy_rel_K
0,0.0,-4544.996852958458,0.0,0.0,0.0,0.0
1,10.285714285714286,-4544.996289547396,0.0005634110611936194,0.3535457786553899,1.479235532701755,177.9111391166364
2,20.571428571428573,-4544.9945313684,0.0023215900573632098,1.4568197557396174,6.095333836618786,733.1001467956687
3,30.857142857142858,-4544.991979895311,0.004873063146987988,3.057893292135217,12.794225489383598,1538.791612701395
4,41.142857142857146,-4544.98939605449,0.007456903967977269,4.679277886613928,19.578098608869848,2354.7039996261014
5,51.42857142857143,-4544.987611146849,0.009241811608262651,5.79932434110799,24.264372958023294,2918.333245435371
6,61.714285714285715,-4544.98720657605,0.009646382407481724,6.05319635052171,25.326573441681774,3046.0865976501896
7,72.0,-4544.988192497711,0.008660460746796161,5.434521167819706,22.738036486342843,2734.757165528773
8,82.28571428571429,-4544.990195740357,0.00665721810037212,4.1774674284677875,17.478523659356302,2102.1831787893684
9,92.57142857142857,-4544.992572849664,0.004280108793864201,2.685808817900499,11.237424054650205,1351.551439984644
10,102.85714285714286,-4544.994728430393,0.0021245280649964116,1.3331614885641359,5.577947648572694,670.8728922148032
11,113.14285714285714,-4544.996146324468,0.0007066339894663543,0.4434195230405535,1.8552672778893369,223.13736215641782
12,123.42857142857143,-4544.996436952758,0.0004160056996624917,0.2610475177762121,1.0922228105417628,131.36420813103732
13,133.71428571428572,-4544.99537119424,0.0014817642177149537,0.929821084850332,3.89037140535785,467.90412548422387
14,144.0,-4544.993241375817,0.003611582640587585,2.2663023231026465,9.482208886577126,1140.4475805631976
15,154.28571428571428,-4544.990532323618,0.006320634839539707,3.966258243505636,16.59482443257661,1995.898592868348
16,164.57142857142858,-4544.988110654411,0.008742304046791105,5.485878613949957,22.952916040197547,2760.601235221542
17,174.85714285714286,-4544.986809802874,0.010043155583844054,6.3021752777181455,26.368301269414996,3171.377655351468
18,185.14285714285714,-4544.987021086249,0.009831872208451387,6.169592957960547,25.813576845496396,3104.659643261181
19,195.42857142857142,-4544.988539198802,0.008313759655720787,5.216962948523772,21.827772900003854,2625.277621560425
20,205.71428571428572,-4544.990845870593,0.006007087864418281,3.769504546072899,15.771606965407686,1896.8882905284402
21,216.0,-4544.993290872765,0.003562085692465189,2.235242519221756,9.352254667595647,1124.8176807799089
22,226.28571428571428,-4544.995280987753,0.0015719707043899689,0.9864265098551588,4.1272085027467025,496.3890806181565
23,236.57142857142858,-4544.996320719204,0.000532239253516309,0.33398517401617167,1.3973939631785453,168.06786092389754
24,246.85714285714286,-4544.996188531314,0.0006644271434197435,0.41693432727864577,1.7444532192104933,209.80949450191238
25,257.14285714285717,-4544.994751678572,0.002101279885209806,1.3185730354947856,5.516909561144788,663.5316977777242
26,267.42857142857144,-4544.992410060641,0.004442897816261393,2.7879604717179354,11.664826572722095,1402.9561467878978
27,277.7142857142857,-4544.989811002401,0.007041956056127674,4.4188941407117905,18.488653019839465,2223.6738144628375
28,288.0,-4544.987773055705,0.009079902753001079,5.697725000506859,23.839281318440314,2867.206473426971
29,298.2857142857143,-4544.987022928967,0.009830029490331071,6.168436634882139,25.808738789753313,3104.077758909884
30,308.57142857142856,-4544.987729031744,0.009123926713982655,5.725350453105804,23.954866211708577,2881.1081405864074
31,318.85714285714283,-4544.989577692589,0.007275265868884162,4.5652982585936535,19.101207846906995,2297.347225252214
32,329.14285714285717,-4544.991996628474,0.004856329983340402,3.047393073416364,12.750292574418129,1533.507697615915
33,339.42857142857144,-4544.994376439954,0.002476518503499392,1.5540388234821705,6.502098414625807,782.0226799728906
34,349.7142857142857,-4544.996151974072,0.0007009843857304077,0.4398743431719012,1.8404342453709626,221.35335842370722
