step,angle_deg,energy_Eh,energy_rel_Eh,energy_rel_kcal,energy_rel_kJ,energy_rel_K
0,0.0,-4544.996852958422,0.023006189108855324,14.436601626442332,60.40274099300968,7264.779825972572
1,10.285714285714286,-4544.996338638065,0.023520509465924988,14.75934252317461,61.75308890019755,7427.189347012652
2,20.571428571428573,-4544.994635007534,0.025224139996680606,15.828386821419407,66.22597022835312,7965.153311934619
3,30.857142857142858,-4545.016765789656,0.0030933578746044077,1.9411113727867697,8.121609955231458,976.8051447203644
4,41.142857142857146,-4545.014248567316,0.005610580215034133,3.5206922395708755,14.730576278657436,1771.6810796140078
5,51.42857142857143,-4545.012433040106,0.007426107425089867,4.659952764185637,19.497242296913697,2344.9792206799016
6,61.714285714285715,-4545.011937640506,0.007921507024548191,4.97082070626154,20.797913761993676,2501.414039106846
7,72.0,-4545.012828166491,0.007030981039861217,4.412007214027285,18.45983811869264,2220.208178481797
8,82.28571428571429,-4545.01475872223,0.005100425300952338,3.200565197776893,13.391164740493002,1610.5869014167306
9,92.57142857142857,-4545.017151286049,0.002707861482122098,1.699208734311298,7.10948931940282,855.0750136743352
10,102.85714285714286,-4545.019331573008,0.0005275745234030182,0.3310580116764286,1.3851467159920507,166.59485567907856
11,113.14285714285714,-4544.996141753952,0.023717393579318014,14.882889169608823,62.27000806706381,7489.360431857018
12,123.42857142857143,-4544.996418568819,0.023440578712325078,14.709185218026706,61.54323073619536,7401.949211696026
13,133.71428571428572,-4544.995378434698,0.024480712832883,15.36187923290746,64.27410248487057,7730.397584417887
14,144.0,-4544.993276511591,0.02658263594003074,16.680855896262184,69.79270082497541,8394.132395615927
15,154.28571428571428,-4545.015239025054,0.004620122476808319,2.8991706252375655,12.130129853414925,1458.9192675165966
16,164.57142857142858,-4545.012876313072,0.00698283445854031,4.381794778107705,18.333429287248833,2205.004690802256
17,174.85714285714286,-4545.011525300618,0.008333846913046727,5.229567892802475,21.880511986680823,2631.620675644269
18,185.14285714285714,-4545.011646205529,0.008212942001591728,5.153698915411332,21.56307618639054,2593.4419248114677
19,195.42857142857142,-4545.013088225304,0.006770922226678522,4.248817844957948,17.777053800903232,2138.088101547855
20,205.71428571428572,-4545.015359923025,0.004499224505707389,2.8233060029843533,11.812712275021681,1420.7427082742408
21,216.0,-4545.017837339157,0.002021808373683598,1.2687039090989898,5.308257137037187,638.4365796361056
22,226.28571428571428,-4545.019859147531,0.0,0.0,0.0,0.0
23,236.57142857142858,-4544.99633718032,0.023521967211308947,14.760257272213723,61.756916210163766,7427.649666590428
24,246.85714285714286,-4544.996197704879,0.02366144265215553,14.84777943273528,62.12310892850056,7471.692526713266
25,257.14285714285717,-4544.994804301517,0.025054846013517817,15.722153243093562,65.781488938198,7911.69450101551
26,267.42857142857144,-4545.017141354253,0.002717793277952296,1.705441030288581,7.13556524568024,858.2112267012519
27,277.7142857142857,-4545.014608736727,0.005250410804364947,3.294682522130964,13.784951624208169,1657.9485767565573
28,288.0,-4545.012595409057,0.0072637384737390676,4.558064708929565,19.070942675218685,2293.7071618197238
29,298.2857142857143,-4545.011775675535,0.008083471995632863,5.0724552600733075,21.223152733649442,2552.558531090407
30,308.57142857142856,-4545.012362756922,0.007496390609048831,4.7040561279827715,19.68177077039318,2367.172894500207
31,318.85714285714283,-4545.014091658607,0.005767488923993369,3.6191539409959046,15.142540035973688,1821.2289303237847
32,329.14285714285717,-4545.01647478196,0.0033843655710370513,2.1237214593051696,8.885650554542517,1068.6981058815363
33,339.42857142857144,-4545.018868316652,0.0009908308793455944,0.6217557639211114,2.6014261071144325,312.8796407419727
34,349.7142857142857,-4544.996071297046,0.023787850484950468,14.927101545401912,62.45499264673277,7511.6089626422445
